hhid,sectionb3,sectionb4,sectionb5,sectionb6,sectionb7,sectionb8,sectionb9,sectionb10,sectionb11,sectionb12,sectionb13,sectionb14,sectionb15
873,lem-teuf,0,,,,0,,,,0,,,
873,teuf(infertile),2,2,timad,.5,0,,,,0,,,
874,lem (fertile),0,,,,0,,,,0,,,
874,lem-teuf,0,,,,0,,,,0,,,
874,teuf(infertile),5,6,timad,1.5,0,,,,0,,,
875,lem (fertile),0,,,,0,,,,0,,,
875,lem-teuf,0,,,,0,,,,0,,,
875,teuf(infertile),2,2,timad,.5,0,,,,2,2.5,timad,.625
876,lem (fertile),0,,,,0,,,,0,,,
876,lem-teuf,0,,,,0,,,,0,,,
876,teuf(infertile),2,2,timad,.5,0,,,,2,2,timad,.5
877,lem (fertile),0,,,,0,,,,0,,,
877,lem-teuf,0,,,,0,,,,1,.25,timad,.0625
877,teuf(infertile),0,,,,0,,,,3,2.5,timad,.625
878,lem (fertile),1,.25,timad,.0625,0,,,,0,,,
878,lem-teuf,1,1,timad,.25,0,,,,0,,,
878,teuf(infertile),3,4.5,timad,1.125,0,,,,0,,,
879,lem (fertile),0,,,,0,,,,0,,,
879,lem-teuf,0,,,,0,,,,1,.5,timad,.125
879,teuf(infertile),3,3,timad,.75,0,,,,1,1,timad,.25
880,lem (fertile),3,2,timad,.5,0,,,,2,1,timad,.25
880,lem-teuf,1,1,timad,.25,0,,,,3,3.5,timad,.875
880,teuf(infertile),0,,,,0,,,,0,,,
881,lem (fertile),1,3,timad,.75,0,,,,0,,,
881,lem-teuf,0,,,,0,,,,0,,,
881,teuf(infertile),1,1,timad,.25,0,,,,0,,,
882,lem (fertile),1,1,timad,.25,0,,,,0,,,
882,lem-teuf,0,,,,0,,,,0,,,
882,teuf(infertile),3,4,timad,1,0,,,,1,.5,timad,.125
883,lem (fertile),1,1,timad,.25,0,,,,0,,,
883,lem-teuf,3,3,timad,.75,0,,,,0,,,
883,teuf(infertile),2,2,timad,.5,0,,,,0,,,
884,lem (fertile),0,,,,0,,,,0,,,
884,lem-teuf,1,1,timad,.25,0,,,,0,,,
884,teuf(infertile),5,4.5,timad,1.125,0,,,,0,,,
885,lem (fertile),4,8,timad,2,0,,,,0,,,
885,lem-teuf,0,,,,0,,,,0,,,
885,teuf(infertile),3,3.25,timad,.81599998,0,,,,0,,,
886,lem (fertile),0,,,,0,,,,1,.5,timad,.125
886,lem-teuf,3,2.25,timad,.5625,0,,,,0,,,
886,teuf(infertile),3,4.75,timad,1.1875,0,,,,1,1,timad,.25
887,lem (fertile),0,,,,0,,,,1,.33000001,timad,.082500003
887,lem-teuf,2,1.25,timad,.3125,0,,,,0,,,
887,teuf(infertile),5,6,timad,1.5,0,,,,0,,,
888,lem (fertile),1,.25,timad,.0625,0,,,,1,.5,timad,.125
888,lem-teuf,2,3.5,timad,.875,0,,,,2,2.5,timad,.625
888,teuf(infertile),3,7.625,timad,1.90625,0,,,,1,.5,timad,.125
889,lem (fertile),1,1,timad,.25,0,,,,0,,,
889,lem-teuf,0,,,,0,,,,1,1,timad,.25
889,teuf(infertile),0,,,,0,,,,1,1,timad,.25
890,lem (fertile),1,5,timad,1.25,0,,,,0,,,
890,lem-teuf,2,2.5,timad,.625,0,,,,0,,,
890,teuf(infertile),2,2,timad,.5,0,,,,0,,,
891,lem (fertile),3,7,timad,1.75,0,,,,0,,,
891,lem-teuf,0,,,,0,,,,0,,,
891,teuf(infertile),2,4.5,timad,1.125,0,,,,0,,,
892,lem (fertile),2,4,timad,1,0,,,,0,,,
892,lem-teuf,0,,,,0,,,,0,,,
892,teuf(infertile),1,.5,timad,.125,0,,,,0,,,
900,lem (fertile),0,,,,0,,,,0,,,
900,lem-teuf,0,,,,0,,,,0,,,
900,teuf(infertile),2,4,timad,1,0,,,,3,5,timad,1.25
893,lem (fertile),1,.125,timad,.03125,0,,,,0,,,
893,lem-teuf,0,,,,0,,,,0,,,
893,teuf(infertile),2,4.5,timad,1.125,0,,,,3,4.25,timad,1.0625
894,lem (fertile),0,,,,0,,,,0,,,
894,lem-teuf,2,5.25,timad,1.3125,0,,,,0,,,
894,teuf(infertile),3,4.75,timad,1.1875,0,,,,0,,,
895,lem (fertile),1,3.25,timad,.8125,0,,,,0,,,
895,lem-teuf,1,.5,timad,.125,0,,,,0,,,
895,teuf(infertile),2,2,timad,.5,0,,,,0,,,
896,lem (fertile),0,,,,0,,,,0,,,
896,lem-teuf,0,,,,0,,,,1,1,timad,.25
896,teuf(infertile),1,3,timad,.75,0,,,,2,2,timad,.5
897,lem (fertile),0,,,,0,,,,0,,,
897,lem-teuf,0,,,,0,,,,0,,,
897,teuf(infertile),3,3,timad,.75,0,,,,3,3,timad,.75
898,lem (fertile),1,.1,timad,.025,0,,,,0,,,
898,lem-teuf,2,1.5,timad,.375,0,,,,1,1,timad,.25
898,teuf(infertile),4,2.5,timad,.625,0,,,,0,,,
899,lem (fertile),0,,,,0,,,,0,,,
899,lem-teuf,0,,,,0,,,,2,2,timad,.5
899,teuf(infertile),2,2,timad,.5,0,,,,0,,,
901,lem (fertile),0,,,,0,,,,0,,,
901,lem-teuf,5,9,timad,2.25,0,,,,0,,,
901,teuf(infertile),0,,,,0,,,,0,,,
902,lem (fertile),0,,,,0,,,,0,,,
902,lem-teuf,0,,,,0,,,,0,,,
902,teuf(infertile),5,6.5,timad,1.625,0,,,,0,,,
903,lem (fertile),3,6,timad,1.5,0,,,,1,.5,timad,.125
903,lem-teuf,2,4,timad,1,0,,,,1,3,timad,.75
903,teuf(infertile),0,,,,0,,,,0,,,
904,lem (fertile),4,8,timad,2,0,,,,0,,,
904,lem-teuf,1,2,timad,.5,0,,,,3,4.5,timad,1.125
904,teuf(infertile),0,,,,0,,,,0,,,
905,lem (fertile),1,4,timad,1,0,,,,0,,,
905,lem-teuf,1,.25,timad,.0625,0,,,,0,,,
905,teuf(infertile),1,.25,timad,.0625,0,,,,1,3.25,timad,.8125
906,lem (fertile),0,,,,0,,,,0,,,
906,lem-teuf,0,,,,0,,,,0,,,
906,teuf(infertile),4,4,timad,1,0,,,,0,,,
907,lem (fertile),0,,,,0,,,,1,1,timad,.25
907,lem-teuf,1,1,timad,.25,0,,,,1,.5,timad,.125
907,teuf(infertile),2,2,timad,.5,0,,,,1,1,timad,.25
908,lem (fertile),0,,,,0,,,,1,1,timad,.25
908,lem-teuf,0,,,,0,,,,0,,,
908,teuf(infertile),2,1,timad,.25,0,,,,1,.5,timad,.125
909,lem (fertile),0,,,,0,,,,0,,,
909,lem-teuf,0,,,,0,,,,0,,,
909,teuf(infertile),3,1.25,timad,.3125,0,,,,1,1,timad,.25
910,lem (fertile),1,.5,timad,.125,2,1.5,timad,.375,1,.5,timad,.125
910,lem-teuf,1,.5,timad,.125,1,.5,timad,.125,0,,,
910,teuf(infertile),4,2.892,timad,.72299999,0,,,,1,1.5,timad,.375
911,lem (fertile),1,1.58,timad,.39500001,0,,,,0,,,
911,lem-teuf,0,,,,0,,,,0,,,
911,teuf(infertile),5,6.4000001,timad,1.6,0,,,,1,.75,timad,.1875
912,lem (fertile),0,,,,0,,,,0,,,
912,lem-teuf,0,,,,0,,,,0,,,
912,teuf(infertile),3,2.5,timad,.625,0,,,,2,2,timad,.5
913,lem (fertile),0,,,,0,,,,0,,,
913,lem-teuf,0,,,,0,,,,0,,,
913,teuf(infertile),5,5,timad,1.25,0,,,,0,,,
914,lem (fertile),1,.5,timad,.125,0,,,,1,1,timad,.25
914,lem-teuf,0,,,,0,,,,0,,,
914,teuf(infertile),2,1.5,timad,.375,0,,,,0,,,
915,lem (fertile),0,,,,0,,,,1,1,timad,.25
915,lem-teuf,0,,,,0,,,,1,.25,timad,.0625
915,teuf(infertile),0,,,,0,,,,1,.5,timad,.125
916,lem (fertile),2,1.25,timad,.3125,0,,,,0,,,
916,lem-teuf,0,,,,0,,,,3,4,timad,1
916,teuf(infertile),2,2,timad,.5,0,,,,0,,,
917,lem (fertile),1,2,timad,.5,0,,,,0,,,
917,lem-teuf,0,,,,0,,,,0,,,
917,teuf(infertile),4,6.5,timad,1.625,0,,,,0,,,
918,lem (fertile),1,.125,timad,.03125,0,,,,0,,,
918,lem-teuf,0,,,,0,,,,0,,,
918,teuf(infertile),2,.75,timad,.1875,0,,,,0,,,
919,lem (fertile),0,,,,0,,,,0,,,
919,lem-teuf,1,4,timad,1,0,,,,0,,,
919,teuf(infertile),0,,,,0,,,,0,,,
920,lem (fertile),0,,,,0,,,,0,,,
920,lem-teuf,4,3.25,timad,.8125,0,,,,3,4.5,timad,1.125
920,teuf(infertile),1,1,timad,.25,0,,,,2,1,timad,.25
921,lem (fertile),0,,,,0,,,,0,,,
921,lem-teuf,3,7,timad,1.75,0,,,,0,,,
921,teuf(infertile),0,,,,0,,,,0,,,
922,lem (fertile),0,,,,0,,,,9,15.5,timad,3.875
922,lem-teuf,1,1,timad,.25,0,,,,0,,,
922,teuf(infertile),0,,,,0,,,,0,,,
923,lem (fertile),6,13.5,timad,3.375,0,,,,0,,,
923,lem-teuf,1,3.5,timad,.875,0,,,,0,,,
923,teuf(infertile),0,,,,0,,,,0,,,
924,lem (fertile),0,,,,0,,,,0,,,
924,lem-teuf,1,2,timad,.25,0,,,,0,,,
924,teuf(infertile),2,16,timad,2,0,,,,0,,,
925,lem (fertile),4,9.5,timad,1.1875,0,,,,1,8,timad,1
925,lem-teuf,0,,,,0,,,,0,,,
925,teuf(infertile),0,,,,0,,,,0,,,
926,lem (fertile),0,,,,0,,,,0,,,
926,lem-teuf,2,5,timad,1.25,0,,,,0,,,
926,teuf(infertile),3,3,timad,.75,0,,,,0,,,
927,lem (fertile),0,,,,0,,,,0,,,
927,lem-teuf,0,,,,0,,,,1,10,timad,1.25
927,teuf(infertile),2,10,timad,1.25,0,,,,0,,,
928,lem (fertile),0,,,,0,,,,0,,,
928,lem-teuf,1,6,timad,.75,0,,,,0,,,
928,teuf(infertile),2,9,timad,1.125,0,,,,0,,,
929,lem (fertile),0,,,,0,,,,0,,,
929,lem-teuf,1,16,timad,2,0,,,,0,,,
929,teuf(infertile),3,11,timad,1.375,0,,,,0,,,
930,lem (fertile),0,,,,0,,,,0,,,
930,lem-teuf,1,16,timad,2,0,,,,1,8,timad,1
930,teuf(infertile),0,,,,0,,,,0,,,
931,lem (fertile),2,1.5,timad,.375,0,,,,0,,,
931,lem-teuf,0,,,,0,,,,0,,,
931,teuf(infertile),0,,,,0,,,,0,,,
932,lem (fertile),0,,,,0,,,,0,,,
932,lem-teuf,1,4,timad,1,0,,,,0,,,
932,teuf(infertile),2,2,timad,.5,0,,,,0,,,
933,lem (fertile),0,,,,0,,,,0,,,
933,lem-teuf,7,6,timad,1.5,0,,,,0,,,
933,teuf(infertile),1,2,timad,.5,0,,,,0,,,
934,lem (fertile),1,14,timad,1.75,0,,,,0,,,
934,lem-teuf,1,4,timad,.5,0,,,,0,,,
934,teuf(infertile),1,2,timad,.25,0,,,,0,,,
935,lem (fertile),1,1,timad,.25,0,,,,0,,,
935,lem-teuf,0,,,,0,,,,3,5,timad,1.25
935,teuf(infertile),0,,,,0,,,,0,,,
936,lem (fertile),1,1,timad,.25,0,,,,0,,,
936,lem-teuf,0,,,,0,,,,0,,,
936,teuf(infertile),2,2,timad,.5,0,,,,0,,,
937,lem (fertile),1,4,timad,1,0,,,,0,,,
937,lem-teuf,0,,,,0,,,,0,,,
937,teuf(infertile),1,4,timad,1,0,,,,1,4,timad,1
938,lem (fertile),0,,,,0,,,,0,,,
938,lem-teuf,0,,,,0,,,,0,,,
938,teuf(infertile),4,13,timad,3.25,0,,,,0,,,
939,lem (fertile),0,,,,0,,,,0,,,
939,lem-teuf,0,,,,0,,,,0,,,
939,teuf(infertile),4,20,timad,5,0,,,,0,,,
940,lem (fertile),0,,,,0,,,,0,,,
940,lem-teuf,0,,,,0,,,,0,,,
940,teuf(infertile),4,19,timad,4.75,0,,,,0,,,
941,lem (fertile),0,,,,0,,,,0,,,
941,lem-teuf,1,1.5,timad,.375,0,,,,0,,,
941,teuf(infertile),1,.5,timad,.125,0,,,,1,.5,timad,.125
942,lem (fertile),1,1,timad,.25,0,,,,0,,,
942,lem-teuf,5,6,timad,1.5,0,,,,0,,,
942,teuf(infertile),6,15.5,timad,5.875,0,,,,0,,,
943,lem (fertile),1,16,timad,2,1,4,timad,.5,0,,,
943,lem-teuf,1,4,timad,.5,0,,,,0,,,
943,teuf(infertile),0,,,,0,,,,0,,,
944,lem (fertile),2,16,timad,2,0,,,,0,,,
944,lem-teuf,2,16,timad,2,0,,,,0,,,
944,teuf(infertile),1,8,timad,1,0,,,,0,,,
945,lem (fertile),0,,,,0,,,,0,,,
945,lem-teuf,2,32,timad,4,0,,,,0,,,
945,teuf(infertile),0,,,,0,,,,0,,,
946,lem (fertile),0,,,,0,,,,0,,,
946,lem-teuf,2,6,timad,1.5,0,,,,0,,,
946,teuf(infertile),0,,,,0,,,,0,,,
947,lem (fertile),0,,,,0,,,,0,,,
947,lem-teuf,1,8,timad,1,0,,,,0,,,
947,teuf(infertile),0,,,,0,,,,0,,,
948,lem (fertile),1,4,timad,5,0,,,,0,,,
948,lem-teuf,0,,,,0,,,,0,,,
948,teuf(infertile),3,52,timad,6.5,0,,,,0,,,
949,lem (fertile),0,,,,0,,,,0,,,
949,lem-teuf,1,4,timad,.5,0,,,,0,,,
949,teuf(infertile),2,4,timad,.5,0,,,,0,,,
950,lem (fertile),0,,,,0,,,,0,,,
950,lem-teuf,1,28,timad,3.5,0,,,,0,,,
950,teuf(infertile),1,8,timad,1,0,,,,0,,,
951,lem (fertile),3,11,timad,1.375,0,,,,0,,,
951,lem-teuf,3,21,timad,2.625,0,,,,0,,,
951,teuf(infertile),1,14,timad,1.75,0,,,,0,,,
952,lem (fertile),2,40,timad,5,0,,,,0,,,
952,lem-teuf,0,,,,0,,,,0,,,
952,teuf(infertile),0,,,,0,,,,0,,,
953,lem (fertile),2,9,timad,1.5,0,,,,0,,,
953,lem-teuf,1,1,timad,.16599999,0,,,,0,,,
953,teuf(infertile),0,,,,0,,,,0,,,
954,lem (fertile),5,15,timad,2.5,0,,,,1,8,timad,1.33
954,lem-teuf,2,20.5,timad,3.4159999,0,,,,0,,,
954,teuf(infertile),0,,,,0,,,,0,,,
955,lem (fertile),1,5,timad,1.25,1,6,timad,1.5,0,,,
955,lem-teuf,1,2,timad,.5,0,,,,0,,,
955,teuf(infertile),0,,,,0,,,,0,,,
956,lem (fertile),0,,,,0,,,,0,,,
956,lem-teuf,6,19,timad,2.375,0,,,,0,,,
956,teuf(infertile),1,4,timad,.5,0,,,,0,,,
957,lem (fertile),0,,,,0,,,,0,,,
957,lem-teuf,3,18,timad,2.25,0,,,,0,,,
957,teuf(infertile),2,2,timad,.25,0,,,,0,,,
958,lem (fertile),0,,,,0,,,,0,,,
958,lem-teuf,3,24,timad,2.9000001,0,,,,0,,,
958,teuf(infertile),2,3,timad,.5,0,,,,0,,,
959,lem (fertile),0,,,,0,,,,0,,,
959,lem-teuf,1,6,timad,.75,0,,,,1,2,timad,.25
959,teuf(infertile),4,8,timad,1,0,,,,0,,,
960,lem (fertile),2,3,timad,.75,0,,,,1,4,timad,1
960,lem-teuf,1,1,timad,.25,0,,,,1,4,timad,1
960,teuf(infertile),2,2.5,timad,.625,0,,,,0,,,
961,lem (fertile),0,,,,0,,,,0,,,
961,lem-teuf,4,9,timad,1.125,0,,,,1,3,timad,.375
961,teuf(infertile),1,1,timad,.125,0,,,,0,,,
962,lem (fertile),0,,,,0,,,,0,,,
962,lem-teuf,3,8.5,timad,1.0625,0,,,,0,,,
962,teuf(infertile),1,2,timad,.25,0,,,,0,,,
963,lem (fertile),0,,,,0,,,,0,,,
963,lem-teuf,1,4,timad,.5,0,,,,1,12,timad,1.5
963,teuf(infertile),0,,,,0,,,,0,,,
964,lem (fertile),0,,,,0,,,,0,,,
964,lem-teuf,5,28,timad,3.5,0,,,,0,,,
964,teuf(infertile),1,8,timad,1,0,,,,0,,,
965,lem (fertile),0,,,,0,,,,0,,,
965,lem-teuf,3,10,timad,1.25,0,,,,0,,,
965,teuf(infertile),1,5,timad,.625,0,,,,0,,,
966,lem (fertile),0,,,,0,,,,0,,,
966,lem-teuf,2,11,timad,1.375,0,,,,0,,,
966,teuf(infertile),0,,,,0,,,,0,,,
967,lem (fertile),0,,,,0,,,,0,,,
967,lem-teuf,1,6,timad,.75,0,,,,0,,,
967,teuf(infertile),1,20,timad,2.5,0,,,,0,,,
968,lem (fertile),1,8,timad,1,0,,,,0,,,
968,lem-teuf,3,12,timad,1.5,0,,,,0,,,
968,teuf(infertile),0,,,,0,,,,0,,,
969,lem (fertile),2,15,timad,1.875,1,2,timad,.25,0,,,
969,lem-teuf,1,4,timad,.5,0,,,,0,,,
969,teuf(infertile),0,,,,0,,,,0,,,
970,lem (fertile),1,14,timad,1.75,0,,,,0,,,
970,lem-teuf,1,2,timad,.25,0,,,,0,,,
970,teuf(infertile),0,,,,1,2,timad,.25,0,,,
971,lem (fertile),0,,,,0,,,,0,,,
971,lem-teuf,7,15,timad,1.875,0,,,,2,4,timad,.5
971,teuf(infertile),0,,,,0,,,,0,,,
972,lem (fertile),2,7,timad,.875,0,,,,0,,,
972,lem-teuf,0,,,,0,,,,1,4,timad,.5
972,teuf(infertile),1,3,timad,.375,0,,,,0,,,
973,lem (fertile),3,12,timad,1.5,0,,,,0,,,
973,lem-teuf,1,4,timad,.5,0,,,,0,,,
973,teuf(infertile),2,4,timad,.5,0,,,,0,,,
974,lem (fertile),0,,,,0,,,,0,,,
974,lem-teuf,4,40,timad,5,0,,,,0,,,
974,teuf(infertile),1,3,timad,.375,0,,,,0,,,
975,lem (fertile),0,,,,0,,,,0,,,
975,lem-teuf,3,9,timad,1.125,0,,,,0,,,
975,teuf(infertile),1,2,timad,.25,0,,,,0,,,
976,lem (fertile),0,,,,0,,,,0,,,
976,lem-teuf,1,10,timad,1.25,0,,,,2,8,timad,1
976,teuf(infertile),1,2,timad,.25,0,,,,0,,,
977,lem (fertile),0,,,,0,,,,0,,,
977,lem-teuf,3,18,timad,2.25,0,,,,0,,,
977,teuf(infertile),1,2,timad,.25,0,,,,0,,,
978,lem (fertile),0,,,,0,,,,0,,,
978,lem-teuf,4,30,timad,3.75,0,,,,1,4,timad,.5
978,teuf(infertile),0,,,,0,,,,0,,,
979,lem (fertile),0,,,,0,,,,0,,,
979,lem-teuf,2,3,timad,.75,0,,,,0,,,
979,teuf(infertile),0,,,,0,,,,0,,,
980,lem (fertile),0,,,,0,,,,0,,,
980,lem-teuf,4,10,timad,2.5,0,,,,0,,,
980,teuf(infertile),0,,,,0,,,,0,,,
981,lem (fertile),0,,,,0,,,,0,,,
981,lem-teuf,1,5,timad,1.25,0,,,,0,,,
981,teuf(infertile),2,6,timad,1.5,0,,,,0,,,
982,lem (fertile),0,,,,0,,,,0,,,
982,lem-teuf,2,9,timad,1.125,0,,,,0,,,
982,teuf(infertile),2,12,timad,1.5,0,,,,0,,,
983,lem (fertile),0,,,,0,,,,0,,,
983,lem-teuf,0,,,,0,,,,2,10,timad,1.25
983,teuf(infertile),1,4,timad,.5,0,,,,0,,,
984,lem (fertile),0,,,,0,,,,0,,,
984,lem-teuf,2,6,timad,.75,0,,,,1,4,timad,.5
984,teuf(infertile),0,,,,0,,,,0,,,
985,lem (fertile),0,,,,0,,,,0,,,
985,lem-teuf,2,14,timad,1.75,0,,,,1,4,timad,.5
985,teuf(infertile),1,4,timad,.5,0,,,,0,,,
986,lem (fertile),1,8,timad,1,0,,,,0,,,
986,lem-teuf,1,8,timad,1,0,,,,0,,,
986,teuf(infertile),0,,,,0,,,,0,,,
987,lem (fertile),1,8,timad,1,0,,,,0,,,
987,lem-teuf,0,,,,0,,,,2,8,timad,1
987,teuf(infertile),0,,,,0,,,,0,,,
988,lem (fertile),2,4,timad,.5,0,,,,0,,,
988,lem-teuf,2,4,timad,.5,0,,,,1,4,timad,.5
988,teuf(infertile),0,,,,0,,,,0,,,
989,lem (fertile),2,8,timad,1,0,,,,0,,,
989,lem-teuf,2,4,timad,.5,0,,,,0,,,
989,teuf(infertile),0,,,,0,,,,0,,,
990,lem (fertile),0,,,,0,,,,0,,,
990,lem-teuf,3,4,timad,.5,0,,,,1,3,timad,.375
990,teuf(infertile),1,1,timad,.125,0,,,,0,,,
991,lem (fertile),0,,,,0,,,,0,,,
991,lem-teuf,4,44,timad,5.5,0,,,,0,,,
991,teuf(infertile),0,,,,2,16,timad,2,0,,,
992,lem (fertile),0,,,,0,,,,0,,,
992,lem-teuf,2,23,timad,2.875,0,,,,0,,,
992,teuf(infertile),0,,,,0,,,,0,,,
993,lem (fertile),0,,,,0,,,,0,,,
993,lem-teuf,1,7.5,timad,.9375,0,,,,1,2,timad,.25
993,teuf(infertile),0,,,,0,,,,0,,,
994,lem (fertile),4,12.5,timad,1.5625,0,,,,1,3,timad,.375
994,lem-teuf,2,11,timad,1.375,0,,,,0,,,
994,teuf(infertile),0,,,,0,,,,0,,,
995,lem (fertile),0,,,,0,,,,1,3,timad,.375
995,lem-teuf,1,3,timad,.375,0,,,,3,8,timad,1
995,teuf(infertile),2,5,timad,.625,0,,,,0,,,
996,lem (fertile),0,,,,0,,,,0,,,
996,lem-teuf,3,14,timad,1.75,0,,,,0,,,
996,teuf(infertile),0,,,,0,,,,0,,,
997,lem (fertile),0,,,,0,,,,0,,,
997,lem-teuf,3,4,timad,.5,0,,,,0,,,
997,teuf(infertile),0,,,,0,,,,0,,,
998,lem (fertile),0,,,,0,,,,0,,,
998,lem-teuf,6,26.5,timad,3.3125,0,,,,0,,,
998,teuf(infertile),0,,,,0,,,,0,,,
999,lem (fertile),2,4,timad,.5,0,,,,0,,,
999,lem-teuf,1,2,timad,.25,0,,,,0,,,
999,teuf(infertile),2,3,timad,.375,0,,,,0,,,
1000,lem (fertile),1,4,timad,.5,0,,,,1,8,timad,1
1000,lem-teuf,1,4,timad,.5,0,,,,1,4,timad,.5
1000,teuf(infertile),0,,,,0,,,,0,,,
1001,lem (fertile),2,4,timad,.5,0,,,,0,,,
1001,lem-teuf,3,6,timad,.75,0,,,,0,,,
1001,teuf(infertile),1,1,timad,.125,0,,,,0,,,
1002,lem (fertile),0,,,,0,,,,0,,,
1002,lem-teuf,0,,,,0,,,,0,,,
1002,teuf(infertile),2,4,timad,.5,1,12,timad,1.5,0,,,
1003,lem (fertile),0,,,,0,,,,0,,,
1003,lem-teuf,3,3,timad,.75,0,,,,0,,,
1003,teuf(infertile),2,3,timad,.75,0,,,,0,,,
1004,lem (fertile),1,2,timad,.5,0,,,,0,,,
1004,lem-teuf,1,2,timad,.5,0,,,,0,,,
1004,teuf(infertile),1,1,timad,.25,0,,,,0,,,
1005,lem (fertile),0,,,,0,,,,0,,,
1005,lem-teuf,1,4,timad,1,0,,,,1,1,timad,.25
1005,teuf(infertile),4,8,timad,2,0,,,,0,,,
1006,lem (fertile),0,,,,0,,,,0,,,
1006,lem-teuf,2,3,timad,.75,0,,,,0,,,
1006,teuf(infertile),4,9,timad,2.25,0,,,,0,,,
1007,lem (fertile),0,,,,0,,,,0,,,
1007,lem-teuf,1,1,timad,.25,0,,,,0,,,
1007,teuf(infertile),4,7,timad,1.75,0,,,,0,,,
1008,lem (fertile),0,,,,0,,,,1,3,timad,.75
1008,lem-teuf,0,,,,0,,,,0,,,
1008,teuf(infertile),3,6,timad,1.5,0,,,,0,,,
1009,lem (fertile),0,,,,0,,,,0,,,
1009,lem-teuf,2,8.5,timad,2.125,0,,,,0,,,
1009,teuf(infertile),1,1,timad,.25,0,,,,0,,,
1010,lem (fertile),1,2,timad,.5,0,,,,2,6,timad,1.5
1010,lem-teuf,2,2.5,timad,.625,0,,,,0,,,
1010,teuf(infertile),0,,,,0,,,,0,,,
1011,lem (fertile),2,6.5,timad,1.625,0,,,,1,5,timad,1.25
1011,lem-teuf,0,,,,0,,,,0,,,
1011,teuf(infertile),0,,,,0,,,,0,,,
1012,lem (fertile),1,6,timad,1.5,0,,,,0,,,
1012,lem-teuf,3,5,timad,1.25,0,,,,0,,,
1012,teuf(infertile),0,,,,0,,,,0,,,
1013,lem (fertile),1,1,timad,.25,0,,,,0,,,
1013,lem-teuf,0,,,,0,,,,0,,,
1013,teuf(infertile),1,3,timad,.75,0,,,,1,2,timad,.5
1014,lem (fertile),1,1,timad,.25,0,,,,0,,,
1014,lem-teuf,1,4,timad,1,0,,,,1,2,timad,.5
1014,teuf(infertile),1,1,timad,.25,0,,,,0,,,
1015,lem (fertile),0,,,,0,,,,0,,,
1015,lem-teuf,3,6,timad,1.5,0,,,,0,,,
1015,teuf(infertile),1,2,timad,.5,0,,,,1,2,timad,.5
1016,lem (fertile),0,,,,0,,,,0,,,
1016,lem-teuf,1,4,timad,1,0,,,,0,,,
1016,teuf(infertile),0,,,,0,,,,0,,,
1017,lem (fertile),0,,,,0,,,,0,,,
1017,lem-teuf,1,4,timad,1,0,,,,0,,,
1017,teuf(infertile),1,2,timad,.5,0,,,,0,,,
1018,lem (fertile),1,1,timad,.25,0,,,,0,,,
1018,lem-teuf,2,4,timad,1,0,,,,1,2,timad,.5
1018,teuf(infertile),0,,,,0,,,,0,,,
1019,lem (fertile),0,,,,0,,,,0,,,
1019,lem-teuf,3,11,timad,2.75,0,,,,0,,,
1019,teuf(infertile),0,,,,0,,,,0,,,
1020,lem (fertile),1,4,timad,.5,0,,,,0,,,
1020,lem-teuf,2,8,timad,1,0,,,,0,,,
1020,teuf(infertile),2,16,timad,2,0,,,,0,,,
1021,lem (fertile),0,,,,0,,,,1,16,timad,2
1021,lem-teuf,1,4,timad,.5,0,,,,0,,,
1021,teuf(infertile),0,,,,0,,,,0,,,
1022,lem (fertile),0,,,,0,,,,0,,,
1022,lem-teuf,5,28,timad,3.5,0,,,,0,,,
1022,teuf(infertile),0,,,,0,,,,0,,,
1023,lem (fertile),0,,,,0,,,,0,,,
1023,lem-teuf,1,13,timad,1.625,0,,,,0,,,
1023,teuf(infertile),1,2,timad,.25,0,,,,0,,,
1024,lem (fertile),0,,,,0,,,,0,,,
1024,lem-teuf,1,4,timad,.5,0,,,,0,,,
1024,teuf(infertile),0,,,,0,,,,0,,,
1025,lem (fertile),0,,,,0,,,,0,,,
1025,lem-teuf,1,1,timad,.125,0,,,,0,,,
1025,teuf(infertile),0,,,,0,,,,0,,,
1026,lem (fertile),0,,,,0,,,,0,,,
1026,lem-teuf,3,5,timad,1.25,0,,,,0,,,
1026,teuf(infertile),0,,,,0,,,,0,,,
1027,lem (fertile),0,,,,0,,,,0,,,
1027,lem-teuf,1,3,timad,.75,0,,,,0,,,
1027,teuf(infertile),1,1.5,timad,.375,0,,,,0,,,
1028,lem (fertile),1,4,timad,1,0,,,,0,,,
1028,lem-teuf,1,1,timad,.25,0,,,,0,,,
1028,teuf(infertile),3,7,timad,.75,0,,,,0,,,
1029,lem (fertile),0,,,,0,,,,1,2,timad,.5
1029,lem-teuf,0,,,,0,,,,0,,,
1029,teuf(infertile),0,,,,0,,,,0,,,
1030,lem (fertile),0,,,,0,,,,0,,,
1030,lem-teuf,1,4,timad,.5,0,,,,0,,,
1030,teuf(infertile),1,4,timad,.5,0,,,,0,,,
1031,lem (fertile),1,4,timad,.5,0,,,,2,16,timad,2
1031,lem-teuf,0,,,,0,,,,0,,,
1031,teuf(infertile),1,16,timad,2,0,,,,0,,,
1032,lem (fertile),1,2,timad,.25,0,,,,1,2,timad,.25
1032,lem-teuf,1,2,timad,.25,0,,,,1,2,timad,.25
1032,teuf(infertile),0,,,,0,,,,0,,,
1033,lem (fertile),0,,,,0,,,,0,,,
1033,lem-teuf,1,16,timad,2,0,,,,0,,,
